Method_Call_No,Suspiciousness,Ranking
1,0.007142857142857143,183
2,0.0,367
3,0.0,367
4,0.0,367
5,0.0,367
6,0.0,367
7,0.0,367
8,0.0,367
9,0.0,367
10,0.006666666666666667,193
11,0.003134796238244514,265
12,0.0056179775280898875,217
13,0.019912881144990666,112
14,0.02188034188034188,106
15,0.003816793893129771,251
16,0.0,367
17,0.0,367
18,0.0,367
19,0.0,367
20,0.0,367
21,0.0,367
22,0.0,367
23,0.0,367
24,0.008130081300813009,163
25,0.008130081300813009,163
26,0.0,367
27,0.0,367
28,0.008130081300813009,163
29,0.008130081300813009,163
30,0.0,367
31,0.0,367
32,0.0,367
33,0.0,367
34,0.0013698630136986301,327
35,0.0,367
36,0.0,367
37,0.0,367
38,0.0,367
39,0.0,367
40,0.0,367
41,0.0,367
42,0.0011918951132300357,334
43,0.0019723865877712033,307
44,0.0051813471502590676,222
45,0.0,367
46,0.0,367
47,0.0,367
48,0.0,367
49,0.0017574692442882249,317
50,0.0,367
51,0.0,367
52,0.0,367
53,0.003048780487804878,271
54,0.0,367
55,0.0,367
56,0.0,367
57,0.0,367
58,0.0,367
59,0.0031446540880503146,264
60,0.0,367
61,0.00909090909090909,156
62,0.0,367
63,0.12427184466019417,33
64,0.015267175572519083,124
65,0.0,367
66,0.0,367
67,0.0,367
68,0.0,367
69,0.0,367
70,0.0,367
71,0.0,367
72,0.0,367
73,0.0,367
74,0.0,367
75,0.0,367
76,0.0,367
77,0.0,367
78,0.0,367
79,0.0,367
80,0.0,367
81,0.0,367
82,0.0,367
83,0.0,367
84,0.0,367
85,0.0,367
86,0.0,367
87,0.0,367
88,0.0,367
89,0.0,367
90,0.0,367
91,0.0,367
92,0.0,367
93,0.0,367
94,0.0,367
95,0.0,367
96,0.0,367
97,0.0,367
98,0.0,367
99,0.0,367
100,0.0,367
101,0.0,367
102,0.0,367
103,0.0032258064516129032,263
104,0.0,367
105,0.023746701846965697,98
106,0.0030120481927710845,273
107,0.0,367
108,0.004672897196261682,233
109,0.0,367
110,0.005,227
111,0.0,367
112,0.0,367
113,0.0,367
114,0.0,367
115,0.0,367
116,0.0,367
117,0.0,367
118,0.0196078431372549,113
119,0.0136986301369863,129
120,0.0,367
121,0.0,367
122,0.0,367
123,0.0,367
124,0.0,367
125,0.0,367
126,0.0,367
127,0.0,367
128,0.0,367
129,0.0,367
130,0.0,367
131,0.0,367
132,0.031746031746031744,83
133,0.0,367
134,0.0,367
135,0.0,367
136,0.0,367
137,0.032,82
138,0.0,367
139,0.0,367
140,0.007285974499089253,179
141,0.0,367
142,0.0,367
143,0.0,367
144,0.0,367
145,0.0,367
146,0.0,367
147,0.0,367
148,0.0,367
149,0.0,367
150,0.05152979066022544,55
151,0.0,367
152,0.0,367
153,0.11228070175438597,38
154,0.0,367
155,0.0,367
156,0.024390243902439025,96
157,0.031746031746031744,83
158,0.018867924528301886,114
159,0.021052631578947368,109
160,0.6666666666666666,11
161,0.7529411764705882,9
162,0.0,367
163,0.03508771929824561,77
164,0.0,367
165,0.0,367
166,0.0,367
167,0.0,367
168,0.0,367
169,0.0,367
170,0.002652519893899204,285
171,0.0,367
172,0.0007621951219512195,350
173,0.0,367
174,0.006666666666666667,193
175,0.006802721088435374,190
176,0.0,367
177,0.0,367
178,0.0,367
179,0.0,367
180,0.0,367
181,0.0,367
182,0.0,367
183,0.0,367
184,0.0,367
185,0.0064516129032258064,199
186,0.006622516556291391,195
187,0.0,367
188,0.0,367
189,0.0026246719160104987,286
190,0.0,367
191,0.0,367
192,0.002564102564102564,289
193,0.0,367
194,0.0,367
195,0.0,367
196,0.0,367
197,0.004830917874396135,231
198,0.05555555555555555,53
199,0.002126528442317916,301
200,0.0017921146953405018,315
201,0.04020100502512563,72
202,0.0,367
203,0.0,367
204,0.004830917874396135,231
205,0.0,367
206,0.0,367
207,0.0,367
208,0.0033333333333333335,260
209,0.0016400164001640015,323
210,0.0,367
211,0.0010351966873706005,339
212,0.0,367
213,0.0018552875695732839,310
214,0.0011467889908256881,335
215,0.0009182736455463728,344
216,0.0018450184501845018,312
217,0.0007530120481927711,352
218,0.0014204545454545455,325
219,0.001652892561983471,322
220,0.000731528895391368,354
221,0.002932551319648094,276
222,0.0015174506828528073,324
223,0.0007122507122507123,359
224,0.0030120481927710845,273
225,0.0030959752321981426,268
226,0.0030120481927710845,273
227,0.002890173410404624,277
228,0.0028011204481792717,281
229,0.0011976047904191617,333
230,0.0010256410256410256,340
231,0.03690888119953864,74
232,0.0020876826722338203,304
233,0.0020833333333333333,305
234,0.002457002457002457,291
235,0.002976190476190476,275
236,0.002105263157894737,303
237,0.003125,266
238,0.08121827411167512,40
239,0.036467236467236465,76
240,0.00141643059490085,326
241,0.0005871990604815032,366
242,0.0028089887640449437,280
243,0.002857142857142857,278
244,0.0030959752321981426,268
245,0.0028328611898017,279
246,0.003115264797507788,267
247,0.0027624309392265192,283
248,0.0005924170616113745,365
249,0.004,244
250,0.0032258064516129032,263
251,0.0,367
252,0.006622516556291391,195
253,0.006802721088435374,190
254,0.0,367
255,0.0,367
256,0.0,367
257,0.0,367
258,0.0,367
259,0.0,367
260,0.0,367
261,0.0,367
262,0.0,367
263,0.006622516556291391,195
264,0.006802721088435374,190
265,0.0,367
266,0.0,367
267,0.0,367
268,0.0,367
269,0.0,367
270,0.0,367
271,0.0,367
272,0.0,367
273,0.0,367
274,0.0,367
275,0.0,367
276,0.0,367
277,0.0,367
278,0.0,367
279,0.0,367
280,0.0,367
281,0.0,367
282,0.0,367
283,0.0,367
284,0.0,367
285,0.0,367
286,0.0,367
287,0.0,367
288,0.0,367
289,0.0,367
290,0.0,367
