Method_Call_No,Suspiciousness,Ranking
1,0.0009930486593843098,90
2,0.0,94
3,0.0016339869281045752,52
4,0.0,94
5,0.0,94
6,0.0,94
7,0.0014044943820224719,66
8,0.0,94
9,0.0,94
10,0.0,94
11,0.0,94
12,0.0,94
13,0.0,94
14,0.0,94
15,0.0,94
16,0.0,94
17,0.005,25
18,0.0016339869281045752,52
19,0.0,94
20,0.0,94
21,0.0015600624024961,57
22,0.001584786053882726,55
23,0.001579778830963665,56
24,0.0038948393378773127,43
25,0.0015060240963855422,59
26,0.0015060240963855422,59
27,0.0013192612137203166,79
28,0.0013477088948787063,77
29,0.0016155088852988692,53
30,0.003777148253068933,46
31,0.003898635477582846,42
32,0.0039177277179236044,38
33,0.0,94
34,0.002012072434607646,50
35,0.0,94
36,0.0,94
37,0.0011248593925759281,87
38,0.0,94
39,0.0,94
40,0.0,94
41,0.0,94
42,0.004484304932735426,34
43,0.03125,9
44,0.037037037037037035,7
45,0.037037037037037035,7
46,0.037037037037037035,7
47,0.037037037037037035,7
48,0.0,94
49,0.03125,9
50,0.03125,9
51,0.0,94
52,0.037037037037037035,7
53,0.0,94
54,0.0,94
55,0.03125,9
56,0.03125,9
57,0.03125,9
58,0.0,94
59,0.0,94
60,0.0,94
61,0.0,94
62,0.041666666666666664,5
63,0.037037037037037035,7
64,0.0,94
65,0.0,94
66,0.03125,9
67,0.03125,9
68,0.0039177277179236044,38
69,0.0013850415512465374,70
70,0.0014771048744460858,60
71,0.0,94
72,0.0,94
73,0.0,94
74,0.0,94
75,0.0013966480446927375,68
76,0.0,94
77,0.0,94
78,0.0013513513513513514,75
79,0.0,94
80,0.0,94
81,0.0,94
82,0.0,94
83,0.03333333333333333,8
84,0.0,94
85,0.0,94
86,0.0039177277179236044,38
87,0.002857142857142857,48
88,0.023809523809523808,10
89,0.00390625,41
90,0.0,94
91,0.0,94
92,0.0,94
93,0.0,94
94,0.0,94
95,0.0,94
96,0.0,94
97,0.0,94
98,0.0,94
99,0.0,94
100,0.0,94
101,0.012658227848101266,19
102,0.0,94
103,0.0,94
104,0.0,94
105,0.0,94
106,0.0,94
107,0.004878048780487805,28
108,0.0,94
109,0.0,94
110,0.004784688995215311,29
111,0.0,94
112,0.0,94
113,0.004901960784313725,27
114,0.0,94
115,0.0,94
116,0.0,94
117,0.0,94
118,0.0,94
119,0.0,94
120,0.0,94
121,0.0012690355329949238,80
122,0.0,94
123,0.0,94
124,0.0013531799729364006,74
125,0.0,94
126,0.0,94
127,0.0,94
128,0.0,94
129,0.0,94
130,0.0,94
131,0.0,94
132,0.0,94
133,0.0,94
134,0.0,94
135,0.0,94
136,0.0,94
137,0.0,94
138,0.0,94
139,0.0,94
140,0.0,94
141,0.00392156862745098,37
142,0.001392757660167131,69
143,0.0,94
144,0.0,94
145,0.0,94
146,0.0014044943820224719,66
147,0.0,94
148,0.0,94
149,0.0,94
150,0.0,94
151,0.0,94
152,0.0,94
153,0.0,94
154,0.0,94
155,0.0,94
156,0.0,94
157,0.0,94
158,0.0,94
159,0.0,94
160,0.0,94
161,0.0,94
162,0.0,94
163,0.0,94
164,0.0,94
165,0.0,94
166,0.0,94
167,0.0,94
168,0.0,94
169,0.0,94
170,0.0,94
171,0.004739336492890996,30
172,0.0,94
173,0.0,94
174,0.0,94
175,0.0,94
176,0.0,94
177,0.0,94
178,0.0,94
179,0.0,94
180,0.0,94
181,0.0,94
182,0.0,94
183,0.0,94
184,0.0,94
185,0.0,94
186,0.0,94
187,0.0,94
188,0.0,94
189,0.0,94
