Method_Call_No,Suspiciousness,Ranking
1,0.0,12
2,0.0,12
3,0.0,12
4,0.0,12
5,0.05555555555555555,3
6,0.05555555555555555,3
7,0.030303030303030304,10
8,0.030303030303030304,10
9,0.0,12
10,0.0,12
11,0.0,12
12,0.05263157894736842,4
13,0.05263157894736842,4
14,0.030303030303030304,10
15,0.030303030303030304,10
16,0.0,12
17,0.0,12
18,0.0,12
19,0.0,12
20,0.045454545454545456,7
21,0.0,12
22,0.0,12
23,1.0,1
24,0.0,12
25,0.045454545454545456,7
26,0.0,12
27,0.0,12
28,0.0,12
29,0.0,12
30,0.0,12
31,0.0,12
32,0.0,12
33,0.0,12
34,0.0,12
35,0.0,12
36,0.0,12
37,0.0,12
38,0.0,12
39,0.0,12
40,0.047619047619047616,6
41,0.047619047619047616,6
42,0.047619047619047616,6
43,0.047619047619047616,6
44,0.0,12
45,0.0,12
46,0.0,12
47,0.030303030303030304,10
48,0.0,12
49,0.0,12
50,0.030303030303030304,10
51,0.02857142857142857,11
52,0.0,12
53,0.0,12
54,0.0,12
55,0.0,12
56,0.0,12
57,0.0,12
58,0.0,12
59,0.045454545454545456,7
60,0.0,12
61,0.0,12
62,0.0,12
63,0.0,12
64,0.0,12
65,0.0,12
66,0.0,12
67,0.0,12
68,0.0,12
69,0.0,12
70,0.0,12
71,0.0,12
72,0.0,12
73,0.0,12
74,0.0,12
75,0.0,12
76,0.0,12
77,0.0,12
78,0.0,12
79,0.0,12
80,0.0,12
81,0.0,12
82,0.0,12
83,0.05,5
84,0.05,5
85,0.030303030303030304,10
86,0.0,12
87,0.07142857142857142,2
88,0.03333333333333333,8
89,0.03333333333333333,8
90,0.0,12
91,0.0,12
92,0.0,12
93,0.0,12
94,0.0,12
95,0.0,12
96,0.0,12
97,0.0,12
98,0.0,12
99,0.03125,9
100,0.0,12
101,0.0,12
102,0.0,12
103,0.0,12
104,0.0,12
105,0.0,12
106,0.0,12
107,0.0,12
108,0.0,12
109,0.0,12
110,0.0,12
111,0.0,12
112,0.0,12
113,0.0,12
114,0.0,12
115,0.0,12
116,0.0,12
117,0.0,12
118,0.0,12
119,0.0,12
120,0.0,12
121,0.0,12
122,0.0,12
123,0.0,12
124,0.0,12
