Method_Call_No,Suspiciousness,Ranking
1,0.0018018018018018018,10
2,0.0,13
3,0.0,13
4,0.0018181818181818182,9
5,0.0,13
6,0.0,13
7,0.0018181818181818182,9
8,0.0,13
9,0.0018181818181818182,9
10,0.0018181818181818182,9
11,0.0018181818181818182,9
12,0.0018181818181818182,9
13,0.0018181818181818182,9
14,0.0,13
15,0.0,13
16,0.0018181818181818182,9
17,0.0018181818181818182,9
18,0.0,13
19,0.0,13
20,0.0,13
21,0.0,13
22,0.0,13
23,0.0018181818181818182,9
24,0.0,13
25,0.0017667844522968198,12
26,0.0019083969465648854,8
27,0.011904761904761904,3
28,0.0017667844522968198,12
29,0.0,13
30,0.0018181818181818182,9
31,0.0,13
32,0.0,13
33,0.0,13
34,0.0018181818181818182,9
35,0.0,13
36,0.0018181818181818182,9
37,0.0,13
38,0.0,13
39,0.0,13
40,0.0018181818181818182,9
41,0.0,13
42,0.0017667844522968198,12
43,0.0,13
44,0.0,13
45,0.0,13
46,0.0,13
47,0.0,13
48,0.0,13
49,0.0,13
50,0.0,13
51,0.0,13
52,0.0,13
53,0.0,13
54,0.0,13
55,0.0,13
56,0.0,13
57,0.0018181818181818182,9
58,0.0018181818181818182,9
59,0.0,13
60,0.0018181818181818182,9
61,0.0,13
62,0.0,13
63,0.0,13
64,0.0,13
65,0.0,13
66,0.0018181818181818182,9
67,0.0018181818181818182,9
68,0.0018181818181818182,9
69,0.0,13
70,0.0,13
71,0.0018181818181818182,9
72,0.0,13
73,0.0,13
74,0.0018181818181818182,9
75,0.0018181818181818182,9
76,0.0018181818181818182,9
77,0.0018181818181818182,9
78,0.0018181818181818182,9
79,0.0018181818181818182,9
80,0.0018181818181818182,9
81,0.0,13
82,0.0018181818181818182,9
83,0.0018181818181818182,9
84,0.0018181818181818182,9
85,0.0,13
86,0.0018181818181818182,9
87,0.0018181818181818182,9
88,0.0018181818181818182,9
89,0.0,13
90,0.0,13
91,0.0,13
92,0.0018181818181818182,9
93,0.0,13
94,0.0018181818181818182,9
95,0.0,13
96,0.0,13
97,0.0,13
98,0.0,13
99,0.0,13
100,0.0,13
101,0.0,13
102,0.0,13
103,0.0,13
104,0.0,13
105,0.011904761904761904,3
106,0.011904761904761904,3
107,0.012987012987012988,2
108,0.0,13
109,0.012987012987012988,2
110,0.012987012987012988,2
111,0.012987012987012988,2
112,0.012987012987012988,2
113,0.0,13
114,0.0,13
115,0.0,13
116,0.0,13
