Method_Call_No,Suspiciousness,Ranking
1,0.5,4
2,0.5,4
3,0.0,9
4,0.0,9
5,0.26666666666666666,5
6,0.26666666666666666,5
7,0.0,9
8,0.0,9
9,1.3333333333333333,2
10,1.3333333333333333,2
11,0.0,9
12,0.05555555555555555,8
13,0.05555555555555555,8
14,0.0,9
15,0.0,9
16,0.0,9
17,0.0,9
18,0.0,9
19,0.0,9
20,0.2222222222222222,7
21,0.0,9
22,0.0,9
23,0.0,9
24,0.0,9
25,0.2222222222222222,7
26,1.0,3
27,0.5,4
28,0.0,9
29,0.5,4
30,0.0,9
31,0.0,9
32,0.0,9
33,0.0,9
34,1.0,3
35,1.0,3
36,0.0,9
37,1.0,3
38,0.0,9
39,0.0,9
40,0.2222222222222222,7
41,0.2222222222222222,7
42,0.2222222222222222,7
43,0.2222222222222222,7
44,0.0,9
45,0.0,9
46,0.0,9
47,0.0,9
48,0.0,9
49,0.0,9
50,0.0,9
51,0.0,9
52,0.0,9
53,0.0,9
54,0.0,9
55,0.0,9
56,1.3333333333333333,2
57,0.0,9
58,0.0,9
59,0.2222222222222222,7
60,0.0,9
61,0.0,9
62,1.0,3
63,1.0,3
64,0.0,9
65,4.0,1
66,1.0,3
67,4.0,1
68,0.0,9
69,0.0,9
70,0.0,9
71,0.0,9
72,0.0,9
73,0.0,9
74,0.0,9
75,0.0,9
76,1.0,3
77,1.0,3
78,0.0,9
79,1.3333333333333333,2
80,1.3333333333333333,2
81,0.0,9
82,0.0,9
83,0.23529411764705882,6
84,0.23529411764705882,6
85,0.0,9
86,0.0,9
87,0.0,9
88,0.0,9
89,0.0,9
90,0.0,9
91,0.0,9
92,0.0,9
93,0.0,9
94,0.0,9
95,0.0,9
96,0.0,9
